No.,대분류,중분류,소분류,데이터명(데이터 기준단위),주요 데이터내용(해당 시스템에서 추출),데이터 내용(해당 시스템에서 추출),기관명,시스템명
140,일자리,외국인일자리,"외국인근로자(고용허가제, E-9)",고용허가서,"고용허가서번호, 고용허가서 발급일자, 근로계약체결상태코드, 근로계약시작일자, 근로계약종료일자, 식사제공여부, 기숙사제공여부, 기본급유형(시급,일급,주급,월급), 임금금액, 수습기간개월수, 수습기간금액, 공유일유무급여부, 주1회 휴일여부, 휴일횟수코드, 고용보험사업장관리번호, 사업자등록번호, 사업장명, 대표자명, 전화번호, E-mail, 휴대전화번호, FAX, 업종, 소재지","고용허가서번호, 고용허가서 발급일자, 근로계약체결상태코드, 근로계약시작일자, 근로계약종료일자, 식사제공여부, 기숙사제공여부, 기본급유형(시급,일급,주급,월급), 임금금액, 수습기간개월수, 수습기간금액, 공유일유무급여부, 주1회 휴일여부, 휴일횟수코드, 고용보험사업장관리번호, 사업자등록번호, 사업장명, 대표자명, 전화번호, E-mail, 휴대전화번호, FAX, 업종, 소재지",한국고용정보원,외국인고용관리시스템
141,일자리,외국인일자리,"외국인근로자(고용허가제, E-9)",고용허가제 국가,"국가코드 , 국가명,  일반고용송출국가여부, 특례고용대상국가여부","국가코드 , 국가명,  일반고용송출국가여부, 특례고용대상국가여부",한국고용정보원,외국인고용관리시스템
142,일자리,외국인일자리,"외국인근로자(고용허가제, E-9)",외국인근로자(E-9) 교육훈련,"교육유형, 교육년도, 교육기관, 교육차수, 교육내용, 교육시작일자, 교육종료일자, 교육시간, 교육장소, 교육가능인원수,수료구분코드, 수료구분일자","교육유형, 교육년도, 교육기관, 교육차수, 교육내용, 교육시작일자, 교육종료일자, 교육시간, 교육장소, 교육가능인원수, 수료구분코드, 수료구분일자",한국고용정보원,외국인고용관리시스템
143,일자리,외국인일자리,"외국인근로자(고용허가제, E-9)",외국인고용사업장,"업종코드, 사업장명, 대표자명, 사업자등록번호, 사업장관리번호, 표준산업분류코드","사업장명, 대표자명, 대표자 주민등록번호, 사업자등록번호, 업종코드, 사업장관리번호(미승인된하수급번호), 대표자 연락처,  표준산업분류코드, 사업장 일련번호, 사업장 주소, 사업장 우편물 주소, 원청사업자번호",한국고용정보원,외국인고용관리시스템
144,일자리,외국인일자리,"외국인근로자(고용허가제, E-9)",외국인근로자,"국적, 성별, 신장, 체중, 한국어시험응시번호, 시험합격일자, 구직신청일자, 구직신청유효종료일자, 여권만료일자","외국인성명, 여권번호, 외국인등록번호, 국적, 성별, 휴대폰번호, 입국일자, 출국일자, 취업활동기간만료일자, 체류자격변동일자, 신장, 체중, 색맹여부, 한국어시험응시번호, 시험합격일자, 구직신청일자, 구직신청유효종료일자, 여권만료일자, 은행명, 은행코드, 계좌번호",한국고용정보원,외국인고용관리시스템
145,일자리,외국인일자리,"외국인근로자(고용허가제, E-9)",고용허가 쿼터정보,"업종코드, 외국인구분코드, 유효시작일자, 고용허가인원수, 고용허가발급인원수, 유효종료일자","업종코드, 외국인구분코드, 유효시작일자, 고용허가인원수, 고용허가발급인원수, 유효종료일자",한국고용정보원,외국인고용관리시스템
146,일자리,외국인일자리,"외국인근로자(동포방문취업, H-2)",외국인근로자(H-2) 교육훈련,"훈련유형, 훈련과정, 훈련년도, 훈련기관, 훈련차수, 훈련내용, 훈련시작일자, 훈련종료일자, 훈련시간, 훈련가능인원수, 수료구분코드, 수료구분일자","훈련유형, 훈련과정, 훈련년도, 훈련기관, 훈련차수, 훈련내용, 훈련시작일자, 훈련종료일자, 훈련시간, 훈련가능인원수, 수료구분코드, 수료구분일자",한국고용정보원,외국인고용관리시스템
147,일자리,장애인일자리,등록 장애인,등록 장애인 정보,"성명, 주민등록번호, 주소, 장애유형, 장애등급, 중경증여부, 장애인정일자, 전화번호","성명, 주민등록번호, 주소, 장애유형, 장애등급, 중경증여부, 장애인정일자, 전화번호",한국장애인고용공단,장애인고용업무시스템
148,일자리,장애인일자리,장애인 구인?구직,장애인구인,"모집직종, 채용제목, 직무내용, 구인등록목적, 근무지주소, 요구학력, 모집기간, 임금지급형태 및 금액, 근무형태, 주소정근로시간, 사업장관리번호, 채용대행자(공단), 채용담당자, 작업환경, 복리후생","구인관리번호, 구인신청일자, 모집직종, 채용제목, 직무내용, 구인등록목적, 근무지주소, 요구학력, [선발사항] 모집기간, [근로조건] 임금지급형태 및 금액, [근로조건] 근무형태, [근로조건] 주소정근로시간, 사업장관리번호, 채용대행자(공단), 채용담당자(사업체), 작업환경, [근로조건] 복리후생 및 편의시설, [선발사항] 접수방법, [선발사항] 제출서류",한국장애인고용공단,장애인고용업무시스템
149,일자리,장애인일자리,장애인 구인?구직,장애인구직,"희망직종, 희망근무지, 고용형태, 근무시간, 임금, 현재직업상태, 최종학력, 직업훈련사항, 자격사항, 외국어능력, 경력사항, 직업능력","장애인관리번호, 구직관리번호, 구직신청일자, 희망직종, 희망근무지, 고용형태, 근무시간, 임금, 현재직업상태, 최종학력, 직업훈련사항, 자격사항, 외국어능력, 경력사항, 직업능력",한국장애인고용공단,장애인고용업무시스템
150,일자리,장애인일자리,장애인 근로지원,근로지원인 지원 ,"담당직무, 지원시간, 서비스필요영역, 근로지원인 인적사항, 사업장 상시근로자수, 사업장 장애인근로자수, 위탁수행기관명, 위탁수행기관, 장애인근로자","접수일자, 장애인관리번호, 장애인근로자, 취업일자, 업무시간, 공무원여부, 사업체관리번호, 담당직무, 지원시간, 서비스필요영역, 근로지원인 성명, 근로지원인 주민등록번호, 근로지원인 연락처, 사업장 상시근로자수, 사업장 장애인근로자수, 위탁수행기관명, 위탁수행기관, 관리번호, 대표자명, 법인등록번호, 소재지, 기관구분, 장애인근로자, 퇴사일
교육기관명, 교육장소주소, 교육과정번호, 교육구분코드, 교육시작일, 교육종료일, 마감여부, 총교육시간, 교육인원수, 등록일시, 교육신청일자, 근무희망기관명, 수료증번호, 고육수강종류, 신청자ID, 신청자명, 신청자 전화번호, 신청자 이메일, 스타트업교육 수료여부, 경력내용, 담당자명, 접수일자, 교육일정, 교육장소, 수행기관번호, 소속기관코드, 소속기관담당자, 교육비신청금액, 교육비결정금액, 은행코드, 계좌번호, 예금주명, 지급일자, 수료연도, 교육기관명, 교육수료여부, 수료일시",한국장애인고용공단,장애인고용업무시스템
151,일자리,장애인일자리,장애인 근로지원,중증장애인 출퇴근비용 지원,"지원금 신청자, 선정여부, 지원금 결정내역, 지원금 이의신청 내역, 지원금 부정수급 내역, 지원금 과오지급 내역, 마이데이터 이력, 카드발급내역, 카드사용내역, CI정보","접수일자, 장애인관리번호, 성명, 주민등록번호, 전화번호, 주소, 계좌번호, 근로계약서 선정여부, 선정사유, 관할지사담당자, 접수번호, 대상년월, 결정회차, 결정금액, 최종지급금액, 이의신청일자, 담당자의견, 부정수급신고일자, 신고자명, 신고접수번호, 신고내용, 처분제목, 처분원인, 처분내용, 법적근거, CI, 가맹점명, 가맹점번호, 결재일련번호, 승인번호, 교통수단명, 가맹점명, 마이데이터, 사후관리일자, 점검내용, 등록일시",한국장애인고용공단,장애인고용업무시스템
152,일자리,장애인일자리,장애인 근로지원,장애인 보조공학기기지원,"주요수행업무, 기기구분, 품목, 제품, 금액, 지원형태, 신청일자, 결정일자","사업장관리번호, 사업장구분, 담당자, 전화번호, 장애인관리번호, 주요수행업무, 기기구분, 품목, 제품, 금액, 지원형태, 신청일자, 결정일자, 담당자",한국장애인고용공단,장애인고용업무시스템
153,일자리,장애인일자리,장애인 기능대회,장애인 기능경기대회,"대회명, 참가선수, 참가직종, 장애유형, 중경증여부, 상금내역, 주최기관, 참가선수, 총점, 순위, 입상코드","대회구분, 대회시도, 대회년도, 대회명, 대회시작일, 대회종료일, 참가선수, 성명, 주민등록번호, 참가직종, 장애유형, 중경증여부, 상금내역, 주소, 계좌정보, 주최기관, 참가선수, 사용보장구, 총점, 순위, 입상코드",한국장애인고용공단,장애인고용업무시스템
154,일자리,장애인일자리,장애인 사업주지원,장애인 고용장려금,"사업체 월별전체근로자수, 월별적용제외근로자수, 월별상시근로자수, 장애유형, 장애등급, 중경증여부,  월별임금액, 월별최저임금적용제외여부, 월별고용보험가입여부, 타기관지원금수급여부","사업체관리번호, 신청일자, 월별전체근로자수, 월별적용제외근로자수, 월별상시근로자수, 성명, 주민등록번호, 장애유형, 장애등급, 중경증여부, 장애인정일, 입사일, 월별임금액, 월별최저임금적용제외여부, 월별고용보험가입여부, 타기관지원금수급여부, 퇴사일",한국장애인고용공단,장애인고용업무시스템
155,일자리,장애인일자리,장애인 사업주지원,장애인 고용컨설팅,"장애인고용사유, 장애인고용이력, 장애인근로자, 장애인고용관련 애로사항, 장애인인식및조직문화 진단결과, 장애인고용적합직무 진단결과, 장애인인력확보역량 진단결과, 장애인고용유지관리역량 진단결과, 장애인고용시설 및 환경인프라 진단결과, 고용컨설팅 인터뷰, 고용확대방안, 고용유지방안, 고용컨설팅 보고서, 고용계획, 고용 추진 결과","장애인고용사유, 장애인고용이력, 장애인근로자, 수행직무, 장애인고용관련 애로사항, 장애인인식및조직문화 진단결과, 장애인고용적합직무 진단결과, 장애인인력확보역량 진단결과, 장애인고용유지관리역량 진단결과, 장애인고용시설 및 환경인프라 진단결과, 장애인 인식 및 조직문화 개선과제 우선순위, 장애인 고용 적합 직무 우선순위, 장애인 인력 확보 역량 우선순위, 장애인 고용유지관리 역량 우선순위, 장애인 고용시설 및 환경 인프라 우선순위, 추천직무, 고용컨설팅 인터뷰, 고용컨설팅 보고서, 고용확대방안 만족도, 고용확대방안 효과성, 고용유지방안 만족도, 고용유지방안 효과성, 고용제안 수용률, 고용계획 이행률, 고용추진 결과",한국장애인고용공단,장애인고용업무시스템
156,일자리,장애인일자리,장애인 사업주지원,장애인 사업자 융자지원,"장애인근로자수, 신규채용계획인원, 결정금액, 지급금액, 장애인고용의무여부, 자금용도","접수일자, 신청구분, 사업장관리번호, 장애인근로자수, 신규채용계획인원, 계좌정보, 신청금액, 결정일자, 결정금액, 지급일자, 지급금액, 장애인고용의무여부, 자금용도",한국장애인고용공단,장애인고용업무시스템
